CCG16CD,CCG16CDH,CCG16NM,STP17CD,STP17NM,FID,Product,LiveDate,PharmacyReferralServiceIdWhitelist,ReferralServiceIdWhitelist
E38000151,01R,NHS South Cheshire CCG,E54000008,Cheshire and Merseyside,163,Pathways,28/04/2018,2000015250|1483010309|1483009094|1483094292|1483097033|1484666992|1484757347|1484049160|1484134513|1479914134|1479985189|1481212709|1481275223|1481275300|1481556231|1481556381|1481553946|1481558433|1481561560|1481628178|1481282112|1481212709|1481209596|1481209767|1481213345|1481210317|1481210394|1481211776|1481213464|1481211947|1481212193|1481274827|1481274957|1481214227|1481214879|1481275223|1481275300|1481215225|1481215353|1481275370|1481274222|1481274324|1481274477|1481275478|1481277023|1481277090|1481277171|1481556231|1481280387|1481283192|1481283913|1481556300|1481546419|1481285230|1481301351|1481301507|1481301550|1481301624|1481301708|1481301813|1481556381|1481556475|1481547194|1481547262|1481547496|1481546582|1481546677|1481547878|1481548835|1481549011|1481549240|1481553946|1481554373|1481554892|1481557234|1481555826|1481557458|1481557987|1481558285|1481561469|1481558433|1481561560|1481560170|1481559715|1481561052|1481559657|1481560110|1481560244|1481560294|1481561198|1481620910|1481621637|1481621754|1481628178|1481622892|1481623020|1481623087|1481623605|1481623750|1481627280|1481627415|1481627618|2000006636|1481552502|1481284469|1481284823|1481285993|1481286211|1481553235|1481281079|1481281357|1481554420|1481558742|1481281933|1481560307|1481282112|1482406329|1482421941|1482406904|1483008286|1483010855|1483005668|1483009832|1483010559|1483011106|1483010207|1483094942|1483023122|1483029087|1483092726|1483021074|1483108257|1483096370|1483106750|1483114405|1483095886|1483108931|1483108663|1484584392|1484565688|1484575440|1484572305|1484757665|1484148609|1484148773|1484578927|1484565119|1484151505|1484758246|1484324196|1484142644|1484054536|1484058890|1483526694|1484059293|1483458635|1483458470|1484141122|1484057928|1484134807|1484060980|1484046375|1478702919|1479912562|1478705961|1478707341|1478703467|1479986467|1479917406|1478697965|1479911159|1478701080|1479986796|1479985961|1478700711|1478707520|1478779097|1478778241|1479914418|1478778363|1478696651|1479984417|1483013188,1363355784|142422|2000005618|2000013648|1320667329|2000005617|1353600702|1315219211|2000005616|116630|1363350449|2000005615|137712|142420|2000005619|137713|142421|2000005328|2000008585
E38000152,99Q,NHS South Devon and Torbay CCG,E54000037,Devon,164,Pathways,06/04/2018,,2000005671|2000006633|2000006634|2000006632|2000006631|2000008180
E38000153,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,E54000010,Staffordshire,165,Pathways,04/04/2018,,2000005543|2000005562|2000005563|2000005564|2000009057|2000009121|2000009122|2000009124
E38000154,10V,NHS South Eastern Hampshire CCG,E54000042,Hampshire and the Isle of Wight,166,Pathways,29/05/2018,,2000010400|2000010383|2000013114|2000013112|2000013115
E38000156,10A,NHS South Kent Coast CCG,E54000032,Kent and Medway,167,Pathways,10/05/2018,,2000012127|145081|1412701037|1412701114
E38000157,99D,NHS South Lincolnshire CCG,E54000013,Lincolnshire,168,Pathways,29/05/2018,,2000006025|2000006034|2000006035|2000006454|2000006455|2000006456
E38000048,07W,NHS Ealing CCG,E54000027,North West London,169,Pathways,24/01/2018,,2000007896|2000008488|2000015615
E38000049,06K,NHS East and North Hertfordshire CCG,E54000025,Hertfordshire and West Essex,170,Pathways,15/05/2018,,2000005829|2000005414|2000005832|2000001552|2000005835|2000011053|2000005832
E38000050,01A,NHS East Lancashire CCG,E54000048,Lancashire and South Cumbria,171,Pathways,28/04/2018,,2000006665|2000006666|2000006667|2000004968|2000005241|22607|22797
E38000051,03W,NHS East Leicestershire and Rutland CCG,E54000015,"Leicester, Leicestershire and Rutland",172,Pathways,01/06/2018,,2000005498|2000006594|2000006592|2000006593|2000006334|2000006329|2000006335|2000006261|2000006265|2000006684|2000006682|2000006811|2000006812|2000006813|2000006800|2000006685|2000009788
E38000052,02Y,NHS East Riding of Yorkshire CCG,E54000006,"Humber, Coast and Vale",173,Pathways,30/11/2017,,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|1329495581|1338457985|1340019884|1340019693|1340019782|1479806497|2000003632|2000003631|2000003633|2000003634|2000014910
E38000053,05D,NHS East Staffordshire CCG,E54000010,Staffordshire,174,Pathways,04/04/2018,,2000005543|2000005562|2000005563|2000005564|2000009057|2000009121|2000009122|2000009124
E38000054,09L,NHS East Surrey CCG,E54000033,Sussex and East Surrey,175,Pathways,10/05/2018,,2000011208|2000013893|2000013898|2000014066|2000014092
E38000055,09F,"NHS Eastbourne, Hailsham and Seaford CCG",E54000033,Sussex and East Surrey,176,Pathways,10/05/2018,,2000013792|2000013793|2000013794|2000013795|2000013796
E38000056,01C,NHS Eastern Cheshire CCG,E54000008,Cheshire and Merseyside,177,Pathways,28/04/2018,2000015225|1483010309|1483009094|1483094292|1483097033|1484666992|1484757347|1484049160|1484134513|1479914134|1479985189|1481212709|1481275223|1481275300|1481556231|1481556381|1481553946|1481558433|1481561560|1481628178|1481282112|1481212709|1481209596|1481209767|1481213345|1481210317|1481210394|1481211776|1481213464|1481211947|1481212193|1481274827|1481274957|1481214227|1481214879|1481275223|1481275300|1481215225|1481215353|1481275370|1481274222|1481274324|1481274477|1481275478|1481277023|1481277090|1481277171|1481556231|1481280387|1481283192|1481283913|1481556300|1481546419|1481285230|1481301351|1481301507|1481301550|1481301624|1481301708|1481301813|1481556381|1481556475|1481547194|1481547262|1481547496|1481546582|1481546677|1481547878|1481548835|1481549011|1481549240|1481553946|1481554373|1481554892|1481557234|1481555826|1481557458|1481557987|1481558285|1481561469|1481558433|1481561560|1481560170|1481559715|1481561052|1481559657|1481560110|1481560244|1481560294|1481561198|1481620910|1481621637|1481621754|1481628178|1481622892|1481623020|1481623087|1481623605|1481623750|1481627280|1481627415|1481627618|2000006636|1481552502|1481284469|1481284823|1481285993|1481286211|1481553235|1481281079|1481281357|1481554420|1481558742|1481281933|1481560307|1481282112|1482406329|1482421941|1482406904|1483008286|1483010855|1483005668|1483009832|1483010559|1483011106|1483010207|1483094942|1483023122|1483029087|1483092726|1483021074|1483108257|1483096370|1483106750|1483114405|1483095886|1483108931|1483108663|1484584392|1484565688|1484575440|1484572305|1484757665|1484148609|1484148773|1484578927|1484565119|1484151505|1484758246|1484324196|1484142644|1484054536|1484058890|1483526694|1484059293|1483458635|1483458470|1484141122|1484057928|1484134807|1484060980|1484046375|1478702919|1479912562|1478705961|1478707341|1478703467|1479986467|1479917406|1478697965|1479911159|1478701080|1479986796|1479985961|1478700711|1478707520|1478779097|1478778241|1479914418|1478778363|1478696651|1479984417|1483013188,1363355784|142422|2000005618|2000013648|1320667329|2000005617|1353600702|1315219211|2000005616|116630|1363350449|2000005615|137712|142420|2000005619|137713|142421|2000005328|2000008483
E38000057,07X,NHS Enfield CCG,E54000028,North Central London,178,Pathways,15/06/2018,,2000006554|2000007183|2000007187|2000007184|1454277034|2000007893
E38000058,03X,NHS Erewash CCG,E54000012,Derbyshire,179,Pathways,01/06/2018,,2000005498|2000006594|2000006592|2000006593|2000006334|2000006329|2000006335|2000006261|2000006265|2000006684|2000006682|2000006811|2000006812|2000006813|2000006800|2000006685|2000009397|2000009399
E38000059,10K,NHS Fareham and Gosport CCG,E54000042,Hampshire and the Isle of Wight,180,Pathways,29/05/2018,,2000010402|2000010387|2000013115
E38000062,11M,NHS Gloucestershire CCG,E54000043,Gloucestershire,181,Pathways,01/06/2018,,2000011715|2000015548|2000015549|2000015550|2000015551|2000015552|2000015553
E38000063,06M,NHS Great Yarmouth and Waveney CCG,E54000022,Norfolk and Waveney,182,Pathways,25/05/2018,,2000007275|2000007286|2000010249
E38000064,03A,NHS Greater Huddersfield CCG,E54000005,West Yorkshire,183,Pathways,30/11/2017,,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|1329495581|1338457985|1340019884|1340019693|1340019782|1479806497|2000003632|2000003631|2000003633|2000003634|2000014911
E38000066,08A,NHS Greenwich CCG,E54000030,South East London,184,Pathways,30/11/2017,,1456933388|1454277706|1403536392|1354112563|1442223256|1317643273|2000007897|2000012829|2000012831
E38000068,01F,NHS Halton CCG,E54000008,Cheshire and Merseyside,185,Pathways,28/04/2018,2000004502|1483010309|1483009094|1483094292|1483097033|1484666992|1484757347|1484049160|1484134513|1479914134|1479985189|1481212709|1481275223|1481275300|1481556231|1481556381|1481553946|1481558433|1481561560|1481628178|1481282112|1481212709|1481209596|1481209767|1481213345|1481210317|1481210394|1481211776|1481213464|1481211947|1481212193|1481274827|1481274957|1481214227|1481214879|1481275223|1481275300|1481215225|1481215353|1481275370|1481274222|1481274324|1481274477|1481275478|1481277023|1481277090|1481277171|1481556231|1481280387|1481283192|1481283913|1481556300|1481546419|1481285230|1481301351|1481301507|1481301550|1481301624|1481301708|1481301813|1481556381|1481556475|1481547194|1481547262|1481547496|1481546582|1481546677|1481547878|1481548835|1481549011|1481549240|1481553946|1481554373|1481554892|1481557234|1481555826|1481557458|1481557987|1481558285|1481561469|1481558433|1481561560|1481560170|1481559715|1481561052|1481559657|1481560110|1481560244|1481560294|1481561198|1481620910|1481621637|1481621754|1481628178|1481622892|1481623020|1481623087|1481623605|1481623750|1481627280|1481627415|1481627618|2000006636|1481552502|1481284469|1481284823|1481285993|1481286211|1481553235|1481281079|1481281357|1481554420|1481558742|1481281933|1481560307|1481282112|1482406329|1482421941|1482406904|1483008286|1483010855|1483005668|1483009832|1483010559|1483011106|1483010207|1483094942|1483023122|1483029087|1483092726|1483021074|1483108257|1483096370|1483106750|1483114405|1483095886|1483108931|1483108663|1484584392|1484565688|1484575440|1484572305|1484757665|1484148609|1484148773|1484578927|1484565119|1484151505|1484758246|1484324196|1484142644|1484054536|1484058890|1483526694|1484059293|1483458635|1483458470|1484141122|1484057928|1484134807|1484060980|1484046375|1478702919|1479912562|1478705961|1478707341|1478703467|1479986467|1479917406|1478697965|1479911159|1478701080|1479986796|1479985961|1478700711|1478707520|1478779097|1478778241|1479914418|1478778363|1478696651|1479984417|1483013188,115217|153404|1318592102|1358779488|1380537177|1380537579|1380550830|1381936411|1427707367|1427707875|1427707914|1427708028|1427708146|1427708875|1479121363|2000001929|2000002213|2000002215|2000002216|2000002217|2000002218
E38000069,03D,"NHS Hambleton, Richmondshire and Whitby CCG",E54000045,"Durham, Darlington, Teesside, Hambleton, Richmondshire and Whitby",186,Pathways,31/01/2018,,1499783470|1356085642|1383744457|1383745649|1386587518|1338457529|1338457722|1340268592|1505313682|1338538817|2000000402|2000000404|2000000406|2000000339|2000000408|2000000411|2000012275|2000014980
E38000070,08C,NHS Hammersmith and Fulham CCG,E54000027,North West London,187,Pathways,09/07/2018,,1414739827|2000007797|2000003408|2000007896
E38000071,03Y,NHS Hardwick CCG,E54000012,Derbyshire,188,Pathways,01/06/2018,,2000005498|2000006594|2000006592|2000006593|2000006334|2000006329|2000006335|2000006261|2000006265|2000006684|2000006682|2000006811|2000006812|2000006813|2000006800|2000006685|2000009397|2000009399
E38000072,08D,NHS Haringey CCG,E54000028,North Central London,189,Pathways,15/06/2018,,2000006554|2000007183|2000007187|2000007184|1454277034|2000007893
E38000073,03E,NHS Harrogate and Rural District CCG,E54000005,West Yorkshire,190,Pathways,30/11/2017,,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|1329495581|1338457985|1340019884|1340019693|1340019782|1479806497|2000003632|2000003631|2000003633|2000003634|2000014912|2000015392
E38000074,08E,NHS Harrow CCG,E54000027,North West London,191,Pathways,24/01/2018,,2000007896|2000008489|2000015770
E38000075,00K,NHS Hartlepool and Stockton-on-Tees CCG,E54000045,"Durham, Darlington, Teesside, Hambleton, Richmondshire and Whitby",192,Pathways,31/01/2018,,1490605439|2000004852|1496936024|2000000471|2000000467|2000013667|2000013669|2000014690|2000014689|1464362309|1467721684
E38000076,09P,NHS Hastings and Rother CCG,E54000033,Sussex and East Surrey,193,Pathways,10/05/2018,,2000013792|2000013793|2000013794|2000013795|2000013796
E38000077,08F,NHS Havering CCG,E54000029,North East London,194,Pathways,30/11/2017,,2000006999|2000007000|1454277430|2000007895
E38000078,05F,NHS Herefordshire CCG,E54000019,Herefordshire and Worcestershire,195,Pathways,26/06/2018,,2000013423|2000015332|2000015468|2000015646|2000015658
