CCG16CD,CCG16CDH,CCG16NM,STP17CD,STP17NM,FID,Product,LiveDate,ServiceIdWhitelist,ITKServiceIdWhitelist
E38000104,09W,NHS Medway CCG,E54000032,Kent and Medway,105,,,,
E38000105,08R,NHS Merton CCG,E54000031,South West London,106,Pathways,14/06/2018,1500556137|1438690628|1436370824|1437171403|1436366785|1436367747|1436369122|1436370413|1436370594|1436371157|1454277843|160629|1325842586|163218|162866|1325842083|1325843190|1325842676|1325841220|1325842459|1325842220|1325841336|1325844566|1325843306|1325842704|1325843939|1325841769|1325843823|1325842370|1325843074|1325841685|1325844146|1325841917|1325844935|162887|1325841417|1325842469|164810|1325842976|1379673112|1325844263|1325781657|1325781101|1325842834|164381|163647|163703|162865|159142|164574|163037|164063|159765|162524|163724|163365|164557|162005|164136|161405|162275|164860|160801|164209|163691|161703|164195|159184|164534|164163|159075|161422|160247|1325842261|1325843715|1325841616|1325842746|159372|164846|163608|162052|160595|159927|163451|159920|159324|159322|160585|160011|160914|162289|161122|160594|162492|160593|159192|160451|160591|160449|162076|164037|160441|162793|159355|159214|163011|159124|160587|164920|164921|164066|164212|161093|161480|162747|160338|164806|159438|161095|162860|162963|159925|1441377150|162113|160452|160295|162460|163032|163712|159090|163250|161939|161742|159011|159768|161530|164583|159004|163252|161860|162218|159865|164517|1325843925|161853|159770|163461|160289|164060|159429|162437|163316|160300|161223|160209|162124|159134|162527|164210|1325844406|160455|164782|164958|158935|163106|162765|1325844820|164797|160242|163695|163105|1325843611|164552|161028|162459|162038|161091|161222|162867|159771|1325843853|159938|162366|162409|163716|160461|160508|158906|158997|160480|160462|159143|160562|160570|160481|160535|158900|159302|159301|160490|164158|160477|160547|158916|159379|160542|160467|159791|160552|159891|158890|159905|1394550049|158895|160008|1394550663|158885|160137|160487|160208|161338|160486|160482|160266|1394552005|1369926703|160471|164216|160496|160556|158893|160567|160460|160577|162045|160515|160428|160509|162244|160558|160459|160489|160579|160861|160863|160899|160513|158915|160968|160491|160548|161097|1441377988|161157|160473|161209|160530|1450716355|160544|161302|161303|161339|161371|164215|161394|160806|160538|161570|161601|161701|160474|164312|160526|160559|160573|158889|160553|161901|160475|158898|160531|160534|160497|160576|160525|162033|160550|160560|160571|160469|162245|160494|162350|160532|162522|160581|160546|160536|160540|158923|160434|160554|160539|160458|162839|160488|164500|160478|160495|160580|158887|163074|163086|158914|160611|1394551429|160514|160572|160512|160476|158913|160493|165001|163178|160543|1319536678|1379673731|163384|158918|163512|160529|160466|160464|163706|158880|160376|164607|160557|160468|158894|161820|160582|160565|163765|160537|158901|163919|160484|161826|158896|163104|160541|160485|160510|160437|164038|160527|160463|160551|164167|1389623193|164268|160483|158912|160569|160584|164626|160575|160533|160578|164776|160511|164966|1460547977|1450702370|1460364814|1459948084|158882|1392909986|1392651999|1392912678|1392912020|1392823682|1392980517|1392981284|1392635627|1459353740|1392914145|1394731192|1318422569|1360669326|1350020798|55|161980|1317301651|1317301802|1317301501|1317301221|1311848220|1341496577|1400161095|1441288596|1448533790|1318611560|2000005325|1490304517|1412086173|1412088023|1338552270|1411478660|1411475538|1411476595|1411477100|1405514763|1999999955|1425396657|1425397087|1424274296|1999999782|1333447194|1425397195|1425397484|1425397355|1425397595|1425397681|1410184549|1387466777|1472574034|1472574402|1464175502|1328889475|1463136834|1353323670|1348661804|1352908513|1453386966|1465481022|1443456210|1399392960|1318591328|1363003454|1363005622|1363005003|1318611966|1497603492|1500382300|1500383747|1339149204|1486567634|1317382251|1361807864|1479989404|1483706822|1339151390|1339152557|1339164181|1398239647|1398238159|1398238824|1398239001|1398239198|1398239327|1398239493|1398239802|1398240909|1398239964|1398240150|1398240334|1398240428|1392636674|1434719916|1431953014|1434552607|1434552199|1392638810|1434551968|1434552362|1469100897|1434720126|1434717883|1469098307|1392639659|2000005159|1434719465|1392644545|1469103212|1434717557|2000005158|2000005162|1469103827|1392639261|1469104275|1439568084|1392638031|2000005164|1432044119|1999999776|1999999994|1999999730|2000005165|1392641372|1434718140|1999999731|1392640706|1392639494|1469106033|1435762848|2000005166|2000005228|2000005167|1434551715|2000005229|2000005231|1392640005|1317115552|1475055548|163697|162901|161038|160387|162495|160244|161618|164236|1325782383|163253|159085|164104|163327|163328|164981|163836|161964|162935|159290|161529|163787|163338|161873|163786|163784|161875|162255|164509|159119|164677|160351|164359|161005|164110|163298|161919|162929|1392632426|161273|162414|163299|159268|161008|164361|163090|1344428722|1394636495|163245|161927|161871|159339|164886|160352|160365|163166|161148|161132|164531|164681|162093|159288|163632|164240|164887|159513|159482|160680|159441|159506|1325782177|159514|160311|160660|160656|163779|163778|163797|163798|163785|163789|163791|163790|163837|164919|163783|164692|164678|164676|159087|159489|160659|160679|1325781859|164109|163336|158984|159043|160367|1392632138|159241|160299|160370|161029|161053|162938|161149|161714|162817|162940|163237|163361|163602|164077|162716|164690|164785|159810|1393514182|159250|159400|159523|159486|159505|159507|160665|1392733989|160855|1439287324|160703|161825|160666|159416|160678|159879|159115|163799|159756|163292|159808|159815|159860|160113|160140|160141|159878|160241|160264|160274|163290|160356|160386|160947|160919|161185|159374|161474|161773|161790|161815|161872|161908|161929|162330|160671|162034|164523|162131|162132|162212|159329|162351|163128|1392640990|162388|162489|162859|162919|164914|1392641297|1392803914|163014|163015|1393428160|1392737564|163182|163243|1393433461|163293|163294|163337|163404|163408|163603|1394637456|1393432782|1392737298|159308|163822|163796|163821|163792|163793|159811|163820|162974|163092|163095|163824|163835|163291|161850|164856|163769|163945|163944|161277|164118|164305|164423|159847|1393505153|159362|1394642190|164682|164685|164621|1393505754|164689|164931|161879|162393|160045|160897|162628|162158|162565|1464269286|162327|162181|161970|164280|158985|159655|164067|160288|159656|159463|164040|159607|159657|1397643812|163319|159610|158970|162126|163289|162778|161729|164998|163995|159337|158962|160409|163907|159608|163381|159683|159536|163369|161968|161288|161208|163085|161560|160379|164519|163223|159617|159605|159177|162227|162144|163452|160410|163255|163354|163382|159263|159706|159684|159487|159006|164024|163023|161424|161322|161562|159013|159591|162751|161521|159705|1398959389|164357|160864|160691|159485|161460|163543|160220|163754|163383|159460|164796|164128|160411|163068|161323|162182|159682|158969|160412|163181|159285|162183|159205|164004|159174|161121|163364|1362051204|159689|162184|162435|162307|161626|159658|161861|161444|159604|163607|163066|163078|161954|161248|159078|162482|162334|162971|164536|1434032356|162270|163768|160098|163853|162197|159169|159461|164566|159609|159223|165008|165011|163318|162073|159079|159193|159121|159687|161192|159690|161563|163540|160420|162831|163123|164515|164803|164002|162364|161605|163376|163887|162145|162010|161103|161783|164358|160256|158952|1433944792|159206|1398959802|159262|163570|1434036783|159261|163021|159145|163462|161925|160221|162185|163553|161520|162302|159659|161478|1334226749|159680|164907|159590|161167|162027|159911|163463|160414|164117|160052|162032|159477|163084|160865|163537|164005|162159|164023|1434028398|163672|163571|162384|161175|164081|162167|1325841668|160879|161136|161844|159688|164830|159594|161898|160628|159993|159650|160297|2000000567|162015|163363|163628|159869|161932|159660|162874|161259|163968|164769|159173|162160|164025|164119|159080|159593|159872|161108|160294|162487|162228|1433938806|159260|159592|163177|162072|159208|163303|159462|163583|161493|164065|159681|162064|164045|162792|159022|161608|159606|164983|162749|1426672449|1325841459|164616|160044|159274|159389|160391|163565|160413|163845|159483|162528|162363|162739|160222|161855|2000000670|162352|162727|161084|164006|160200|161082|159077|163617|159774|164768|159686|162195|159048|160392|160100|163391|159484|163246|159599|161862|159478|163630|163611|159827|2000004468|159825|1319033475|159001|159058|1399049349|159068|159072|159081|159166|159168|162191|159188|162100|159229|159296|159310|159309|159335|163766|159361|161926|1320332509|159436|159709|159663|159668|1320337396|159589|159685|159676|159661|159672|159662|1320337650|159679|159654|159671|1450351588|159666|159710|159707|159653|164999|159673|159675|159674|159669|159678|1434023269|159708|1433934708|159677|159667|159652|159696|159664|159717|160278|159802|159805|159819|159826|159828|159853|159861|159888|1434020854|159890|159904|159952|159958|159998|160020|160021|1433756910|160078|160181|160202|160229|160263|160275|160276|160279|1319031920|160372|160373|162504|160400|162411|158978|160389|160383|160406|160396|1319031566|162505|160402|160403|160407|162773|158975|161597|158977|160385|158974|158973|158972|160408|158976|160418|160426|160630|160866|160867|160909|160935|160960|160961|160382|161081|161088|161104|161106|161290|161169|161171|161172|161218|161219|161254|161270|161357|1375261915|161607|161404|161406|161441|161440|161459|161463|161483|161561|161565|161598|160645|161625|161832|161837|161842|161896|161917|161921|161922|1319036644|162801|161999|162016|162024|162025|162042|162085|162101|162087|162127|1397726440|162203|162180|162200|1320333363|162186|162204|162199|1397728671|162188|162207|162194|162208|162201|162202|162192|162206|1434021916|162205|163557|163555|163561|163562|162209|162226|162229|162262|162263|162264|162271|159388|162284|162341|162374|1319037173|162395|162406|162427|1419332913|162425|162426|162428|162458|162507|162513|1409583661|162753|162758|160384|162785|162882|162961|162972|1418219976|162978|162979|163082|1320331441|163063|163070|163075|1320318103|163080|159321|1319018619|163088|163102|163109|163113|163118|163122|163149|163209|163238|163089|162187|1434040743|163257|163268|1329911252|163950|163310|163347|160024|163368|163370|163390|1319031130|163427|163447|163456|163467|1433164167|1433930590|163481|163488|163618|163516|163564|163558|1482151413|163569|1450349487|1319019114|163596|163605|163619|163645|163483|163646|163644|163690|163279|163728|163733|159042|163852|160104|163875|163909|163924|163926|163936|163949|1320317370|164018|164009|1319033123|164017|164011|164012|164015|164008|164020|164010|164022|164036|164572|162241|164059|164074|164073|164083|164111|164100|164101|1397731999|1319019341|164345|164385|164490|164545|164930|163767|1320329375|163215|1320317603|164590|164598|164628|164610|164622|164641|1421671797|164780|164792|164805|164822|164182|164193|164186|164183|1442318199|164838|164859|164864|164882|164888|164904|164913|1434019930|164965|1397732423|164969|1352469526|1352469270|1353669960|1353670899|1394195975|1345120080|1394193957|1437739877|1328113322|1412089702|1456494743|1318596346|1435132397|1435133651|1435062372|1435064329|1435070071|1435064911|1435141077|1435142037|1435066580|1435052080|1435057821|1390841547|1391618266|1398684829|1461057272|1461156060|1391784043|1398686012|1402313456|1460108273|1405429939|1467904823|1436260422|1316786944|1317050666|1352760148|1410360499|1345450584|165907|1352123879,2000005325|1475055548|1454277843
E38000024,00V,NHS Bury CCG,E54000007,Greater Manchester,107,,,,
E38000106,06Q,NHS Mid Essex CCG,E54000026,Mid and South Essex,108,Pathways,18/06/2018,1354568314|1354738049|1354566515|1354736703|1354736590|1354737704|1354567219|1354736827|1368028698|1354737800|1354570127|1354738737|1354738525|1354737590|1354738628|1354737146|1354737363|1354737478|1354569808|1354738296|1354566873|1354738171|1354570237|1354566732|1354567962|1354568204|1354568062|1354568699|1354566223|1354566357|1354738405|1354569217|1354737049|1354568862|1354737912|1354571412|1354736929|1354568967|1354571078|1354567723|1354569112|1354738858|1354567309|1354736348|1354736458|1354567870|1354570019|1354567106|1354482006|1354569352|1354570960|1354395640|1353528811|1353529144|1354393775|1354393871|1353533623|1353535204|1354398045|1354395324|1354395501|1354397334|1354393136|1354393287|1353527779|1353528018|1354393978|1354397898|1354396102|1354397464|1354396697|1354396895|1353533442|1354396459|1354312359|1354397613|1354312496|1354398695|1354394463|1354397766|1354395174|1354393530|1354397144|1354394733|1354392999|1354483622|2000000266|2000002124|1354484115|1354481795|1354482195|1354480980|1354480622|1354483745|1354479895|1354564720|1354483373|1382543706|1354483850|1354479416|1354481101|1354481195|1354480124|1354480000|1354484231|1354480502|1354484380|1354564561|1354565273|1407157843|1354480848|1354565854|1354479664|1354394980|1354483989|1354565078|1354483063|1354480731|1354479311|1354484530|1354564926|1353529411|1353529842|1354309527|1354307350|1354307515|1493993000|1354309700|1354309835|1354308446|1354309960|1354309346|1354308778|1353527487|1353528259|1353528508|1353530029|1354306543|1353530851|1353535359|1354311466|1354307869|1354306932|1354307088|1386927883|1354310494|1354310276|1354311643|1353535527|1354312215|1386257462|1354309193|1354311805|1354311908|1354306012|1354308579|1354307659|1354311292|1354310133|1354308228|1354306215|1354306699|1345544690|1345627677|1345544866|1345544299|1345547578|1345633973|1345629225|1345634823|1345554485|1345634158|1345628610|1345555199|1345547982|1345631745|1345632363|1345558426|1345555774|1345632210|1345558021|1345634364|1345628363|1345554720|1345634521|1345558628|1345559039|1345559209|1345558871|1345561936|1345559423|1345559581|1345559758|1345559956|1345561196|1345560921|1345560744|1345561362|1345561606|1345561767|1345562459|1345635502|1345563598|1345629694|1345563730|1345563961|1345564303|1345624036|1345624227|1345624352|1345625616|1345626425|1345625900|1345626845|1345626984|1345627156|1345627362|1345560378|1345560098|1345633686|2000004566|1443101883|1457432524|1345623792|1345626235|1345626601|1374669960|1346921611|1346922134|1346925494|1346923274|1346922487|1346860146|1346859036|1346921938|1346921697|1346923714|1346922047|1346921530|1346921810|1346924988|1346924894|1346861053|1346924602|1346925988|1346926226|1416931796|1346926633|1346926826|1352463005|1346927043|1346926293|1346926910|1346927165|1346929049|1346927660|1495117406|1346927759|1346928023|1346928120|1346928466|1346934940|1374500553|1346928562|1346928935|1346928212|1346928807|1346931850|1346932667|1345564117|1346934824|1346932350|1352462536|1346932770|1346935061|1346927391|1390391116|1346935152|1456311916|2000001471|1376408814|1346856827|1346925374|1346924795|1346925213|1376408360|1346927927|1376471285|1346928675|1346932180|1352470031|1346154274|1346154838|1346151417|1345645485|1345645834|1345646208|1346153799|1346229106|1345646353|1346147732|1346150895|1346146920|1345649282|1346143853|1346145498|1346145839|1346146328|1346146630|1346147159|1346228745|1346147503|1346148478|1346227407|1346227659|1346148974|1346228286|1346229612|1346149122|1346149413|1346151254|1346228452|1346149628|1346230452|1346149971|1346227817|1346227960|1345646730|1345646569|1345649007|1346230586|1438776390|1494595227|1346150711|1346150529|1346230303|1346228927|1346229242|1354830206|1441887636|1354910505|1441887856|1354830097|1354829397|1354831342|1354831728|1354909333|1354830401|1437041637|1354910600|1441890828|1354908692|1354911340|1354829509|1354830274|1354831259|1354829626|1354908827|1354831415|1354829837|1354829747|1354829301|1354740160|1354740325|1354740860|1354744144|1354744239|1354744037|1354744331|1354744440|1354828174|1354825544|1354826510|1354826747|1441891228|1354827511|1354828788|1354828932|1354740005|1354739845|1354740470|1354740756|1354741077|1450351577|1354825417|1354740577|1354824929|1354825045|1354825275|1354825760|1354826102|1354826290|1354829045|1354826628|1354827005|1354827349|1354744559|1354827177|1354827798|1354828053|1354828290|1354828393|1354828674|1354910016|1354909829|1354911277|1354909495|1354911627|1354910794|1354910146|1354909928|1354911026|1354910251|1354910900|1441891515|1354910414|1346935624|1346935795|1346936623|1346937294|1346936791|1346936906|1346937011|1346937200|1346937595|1346939201|1346938410|1346938942|1346939043|1346941971|1346939281|1346939732|1346937978|1346940509|1346942682|1346942409|1346937385|1346942804|1380811411|1346943394|1346942921|1346943113|1346943027|1346938778|1346937482|1346943202|1346943527|1346943276|1346939808|1347017582|1347018067|1347019151|1347018161|1347018313|1347268656|1423238305|1347264825|1347018926|1347030585|1347030659|1347030744|1347030816|1347031075|1347030926|1347265879|1347266252|1347267267|1347267624|1347268138|1347267705|1347018834|1347265988|1347017900|1347268817|1347018667|1347018545|1347269174|1346939963|1347269273|1347269398|1346943728|1346943924|1346943856|1346944420|1346944224|1346944100|1346944329|1363344496|1347013331|1346944576|1347016369|1347012924|1347013104|1347016601|1347015193|1347015462|1347015359|1347015544|1347015893|1347015644|1347014785|1347014919|1347012727|1347015814|1347016482|1347016690|1347015004|1347013856|1347016769|1426600863|1426601212|1351599399|1426853302|1426601676|1426601515|1346666352|1352717319|1351598809|1351598053|1346665508|1346667771|1346666715|1346665508|1359727731|1359727933|1359727362|1359726784|1359727619|1359728062|1359728205|1359727006|1374591761|1374592665|1374592929|1374592263|1346667771|1346666715|1376659643|1376659760|1376660513|1376660321|1374585416|1376658968|1376659444|1371821939|1346675191|1355318918|1355319594|1355311462|1448361685|1355309463|1355308911|1355321223|1355311291|1448533061|1448531013|1448621105|1448531597|1346673783|1355322250|1435940572|1412341802|1448621486|1448531227|1448531366|1435941808|1448537289|1412341335|1390489623|1448531837|1360761582|1435942002|1412342102|1351785399|1344863327|1346407659|1346407264|1346159622|1490788161|1490784291|1490783588|1363255301|1363257010|1363256527|1357229629|1421072182|1357228966,
E38000025,02T,NHS Calderdale CCG,E54000005,West Yorkshire,109,Pathways,30/11/2017,1317216239|1317737925|1317740222|1317801294|1317801731|1317802088|1317802933|1317803322|1317803558|1317804194|1317804440|1317804683|1317805499|1317806809|1317807158|1317807826|1317808348|1317808484|1317810345|1317810499|1317810689|1317821017|1317821244|1317821466|1317821599|1317821741|1317822347|1317822762|1317823145|1317824177|1317824481|1317825081|1317825519|1317825628|1317825802|1317830090|1317975275|1317975385|1317975527|1317975642|1317976077|1317976461|1317976623|1317976839|1329383502|1329384627|1329385434|1329385572|1329385832|1329386551|1329386660|1329386896|1329387439|1329387873|1329388110|1329388377|1329388535|1329388647|1329389052|1329389212|1329389339|1329389469|1329389603|1329389813|1329389921|1334314201|1335260624|1335798603|1339404279|1339588790|1345221279|1358518554|1362412492|1376472488|1376472839|1376473185|1384426358|1386244447|1386244603|1396952507|1396952970|1466592447|1999999875|1354199941|1354201134|1354201438|1354201919|1354201751|1354202680|1354201606|1354202184|1354202299|1354203592|1354202556|1354202930|1354204022|1354203867|2000000326|2000000334|1350314054|1350315773|1434465736|1317806641,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|1490622876|1362471563|1362471380|1362412492|1362412557|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|1491228465|1490622632|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|2000000337|2000000403|2000000405|2000000344|2000000334|2000000407|2000000331|2000000332|2000000341|2000000345|2000000333|2000000335|2000000351|2000000338|2000000409|2000000347|2000000410|2000000349|2000000353|1329495581|1338457985|1479808152|1340019884|1340019693|1340019782|1362471653|1479806497|2000003632|2000003631|2000003633|2000003634|1490622134
E38000107,04F,NHS Milton Keynes CCG,E54000024,"Milton Keynes, Bedfordshire and Luton",110,,,,
E38000026,06H,NHS Cambridgeshire and Peterborough CCG,E54000021,Cambridgeshire and Peterborough,111,Pathways,02/07/2018,1340368059|1340369384|1340369668|1340370361|1354639391|1336643530|1336642661|1481885837|1471614971|1347265670|1347281057|1347268755|1381337602|1371560739|1361528227|1361535799|1450429819|1321617286|1321611374|1321617929|166803|166806|166825|166839|166838|166846|166845|166826|166844|166847|166904|166863|166872|166875|166879|166881|167104|166897|166890|166891|166893|167129|166916|166917|166921|166920|166922|166895|1352996750|166938|166955|166951|166952|166953|166967|166990|166991|167112|167117|1352996832|167138|167139|167164|167141|167131|167130|167195|167194|1352996882|167156|1352996940|167154|167157|167158|167155|167159|167160|167162|167161|167169|167174|167176|1352996995|167175|167177|1352997102|167201|167202|1353340878|166832|167208|165699|2000004404|165711|165721|1352992012|165728|165733|165735|165720|165726|165722|165734|165731|165732|165716|165723|165727|165715|166889|165718|165725|165724|165714|165713|1353353127|165737|165744|1352992450|165877|165763|1352992931|165769|165771|165827|165774|165776|1352992523|1352993424|1450173275|165785|1353355489|1353340778|1353341133|1353354535|1353355364|1353342297|165797|165794|165800|165803|165807|165816|165818|165819|165830|165826|165832|165835|165820|165828|1449826612|165825|165837|1352993805|1352992676|165821|165824|165894|165823|165834|165829|165822|1453893420|165841|1352993373|1353340583|1352993649|1352992989|165845|1353340357|165865|1353353021|165874|165880|1352993039|165892|165891|1474969837|165896|1352996353|165911|165914|165913|165915|1353341040|165932|165938|165946|1352993173|165947|165948|165855|165850|167180|165853|165852|165846|165847|165851|1352993104|165848|1353340682|165849|167132|1352992604|165854|1336057974|1352992828|165955|1353340504|165707|1387199159|166905|1387796609|165729|165717|1399974638|1353051170|1352992766|1387204635|165831|1352993586|1353352819|1352993236|1352993310|165858|165863|166950|1346761605|1353353779|1450171532|165701|165917|165920|165923|165922|165921|165919|165924|1353340963|165918|165953|1380036541|2000005621|1379926213|1357911507|1380119598|1449847674|1379923801|1379924701|1380022083|1357911943|1357909533|2000005584|126495|1327589156|1348073519|1347978149|1347355190|1361274364|1340282058|1357576154|1357576331|1357576258|1346336724|2000005813|2000005814|2000005815|2000005627|2000005629|2000005623|2000005630|1396107683|1396107550|1395814213|1462373183|1424855573|1424855433|1384182934|1380749000,1340282058|1357576154|1357576331|1357576258|1346336724|2000005584|2000005813|2000005814|2000005815|2000005627|2000005629|2000005623|2000005630|1396107683|1396107550|1395814213|1462373183|1424855573|1424855433|1384182934|1380749000
E38000108,04G,NHS Nene CCG,E54000020,Northamptonshire,112,,,,
E38000027,07R,NHS Camden CCG,E54000028,North Central London,113,Babylon,01/03/2017,,
E38000109,04H,NHS Newark and Sherwood CCG,E54000014,Nottinghamshire,114,,,,
E38000028,04Y,NHS Cannock Chase CCG,E54000010,Staffordshire,115,Pathways,26/06/2018,1311080281|1349187610|1398798692|1497848566|1409324026|143201|1400589358|1351172386|1351172539|144907|144908|144910|144911|144912|144913|144914|144915|144916|144917|144918|144919|144920|144921|144924|144925|144926|144927|144928|144930|144931|144932|144934|144936|144937|144938|144939|144941|144942|144943|144945|144946|140225|140226|140228|140229|140230|140231|140232|140233|140234|140236|140237|140238|140239|140240|140241|140242|140243|140244|140245|140246|140247|140248|140249|140250|140251|140252|140253|140254|140255|140257|140258|140259|140260|140261|140262|140263|140264|140265|140266|140268|140269|140270|140271|140272|140273|140274|140275|140276|140277|140278|140279|140281|140282|140285|140286|1444646433|1476442376|144906|144940|144944|140227|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1361175503|1363782767|1420546236|1373285037|144949|144950|144951|144952|144953|144954|144955|144956|144957|144958|144961|144962|144963|144964|140315|140316|140318|140322|140323|140324|140326|140327|140328|140332|140333|140335|140336|140337|140338|140339|140340|1368440558|1368441115|1368443515|1489482146|1489482567|1489484210|1489505367|1489505610|1489506363|1409322521|1400590956|150040|144922|144923|144929|144933|144935|1360921368|1363693475|1310140016|1320418113|1320334030|1320417525|1320418429|1318579508|1423742432|1457947179|1440660249|1440660519|1463570221|1466588023|143763|143764|1349168275|1349694721|1309882651|1401275527|1409324222|1354695993|1404120586|1409324395|1409321540|143319|157140|144152|144153|144155|144156|144157|144158|144164|144170|144171|144172|144174|144175|144176|144177|144178|144179|144180|144181|144187|144188|144190|144193|144195|144196|144198|144199|144200|144201|144203|144207|144211|144212|144213|144214|144215|144217|144218|144219|144220|144221|144222|144223|144225|144226|144227|144228|144229|144237|144238|144241|144242|144247|144248|144249|144251|144252|144253|144254|144255|144257|144258|144259|1310135359|1310145096|1361535097|1362409764|1362412852|1362413153|1362415190|1362415471|1362415900|1362416225|1363694576|1363695566|1363780918|1379664375|144243|144244|144246|1310136373|1361535396|1361535891|1361873128|1362413429|1362491175|1363695030|1428019907|149420|149430|149455|149460|149463|149469|149470|1367582562|1392472509|1392473028|1386176758|149617|156124|144159|156158|156161|156163|1364506561|1364506815|1367590876|1386768124|1392471378|1458557897|151401|1311080730|1311080910|1397122456|1399038760|144069|144072|144079|144080|144082|144083|144086|144102|144106|144107|144112|144122|144123|144125|144126|144134|144136|144141|144148|144149|144151|1452267670|1489481347|1489506543|1999999863|2000002681|2000002796|2000002817|1310139179|157139|144204|144234|144235|1362411397|144161|144245|1362410749|144077|144078|144087|144088|144089|144093|144098|144103|144121|144124|144132|144138|1452506879|1489482888|1489484478|156448|1358430800|144163|144165|144166|144167|144168|144184|144185|144186|144197|144202|144206|144208|144209|144210|144230|144231|144232|144233|144239|144240|144250|144260|1361535724|1361875389|1362410505|1362409524|156790|156817|1387976783|1450094548|144073|144075|144076|144108|144109|144110|144113|144133|144137|144146|1489481041|1999999864|1310143543|1444047194|144074|144127|144150|2000002813|1316591486|1316591543|1348731526|1352714050|1352714302|1352715081|1352715708|1326126299|1320336742|1311769529|1317379143|1331898724|1314278143|1314009339|2000000028|2000002693|1502186720|137721|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|144879|144880|144881|144882|144883|144884|144886|144887|144888|144889|144890|144892|144893|144894|144895|144896|144897|144898|144899|144900|144901|144902|144903|144904|144905|143778|140288|140289|140290|140291|140292|140293|140294|140295|140297|140298|140299|140300|140301|140302|140303|140304|140305|140306|140307|140308|140309|140310|140311|140312|140313|1367226067|1367227440|156276|156277|156356|156357|156171|156172|156173|156174|156175|156141|156142|156144|156145|156146|156147|156148|156149|156150|156151|156152|156153|156154|156155|156156|156157|156159|156160|156162|156164|156165|156166|156167|156453|156180|156181|156182|156183|156184|156185|156186|156187|156188|156191|156125|156126|156127|156128|156129|156130|156131|156132|156133|156134|156135|156136|156137|156138|156139|1392469864|1449492961|1449564856|1449565350|1463391787|1463392756|1465917420|1465918117|1492094639|2000000822|151457|1311080251|1311080375|1311080492|1311081143|1311081303|1311081484|1311081630|1311081989|1311082839|1311082930|1311083050|1311083190|1311083297|1311083457|1311083562|1311083687|1311084418|1311084593|1311084731|1311085057|1311085273|1311085380|1311085506|1311085764|1311085879|1311086103|1311157498|1311157739|1311158103|1311158232|1311158366|1311158559|1311158826|1311158965|1311159075|1311159492|1311256434|1311256594|1311256720|1311256892|1311257002|1311257203|1311257340|1311257495|1311257607|1311258064|1311258255|1311258376|1311258469|1311258579|1311258826|1311258992|1311259201|1311259629|1311259733|1311259845|1311259980|1311260123|1397048857|1449564510|1466583473|1466583617|2000005544|2000005545|144105|156396|1311673590|1311673856|1311674014|1311675833|1311675961|1311676066|1311676174|1311676250|1311676413|1311676520|1311676627|1311676736|1311676961|1311677044|1311677168|1311677250|1311677354|1311677434|1311677513|1311677650|1311677745|1311677826|1311677946|1311678047|1311678146|1311678241|1311678383|1311678472|1311678573|1311678691|1421154873|1478271497|1478271708|1478616629|1478617686|1478617870|1478618054|1478618191|1477397252|2000005543|2000005562|2000005563|2000005564,2000005543|2000005562|2000005563|2000005564
E38000113,08M,NHS Newham CCG,E54000029,North East London,116,,30/11/2017,1454277430|158938|159312|160064|160323|160612|160905|1469178845|161152|161330|161312|161352|162078|162699|160075|159131|162768|158944|163175|163416|163713|163965|163991|164307|164348|164526|164601|164624|159431|164946|1317137798|1425290085|1446806992|1446468582|1447937202|1447930909|1319704975|158911|159172|1380285244|159439|160369|1484056584|1484055676|160940|163839|162475|161156|161741|1484057769|162006|1484056965|1484052748|162606|162745|162746|163207|163800|163801|1484055988|159129|164162|1483966394|1484057351|1437727504|159021|159167|159313|159333|159364|159405|159404|159120|159603|159602|159601|159600|1387470399|1461956018|159781|163757|159935|159946|159992|160065|160123|160250|160399|160398|160397|160401|160330|160868|161181|161229|161859|161916|162007|162008|163556|162232|162273|162294|162303|1461956490|162356|162383|1418236953|162704|162703|162779|163963|1420476225|163137|163174|163222|163322|163412|163476|163477|163533|1418394695|163631|163658|163657|163734|164021|164099|1418632155|164775|164880|164879|1418633462|1321012135|1359643669|1359644338|1318255493|165779|165899|165757|165751|165898|1318255375|1361802258|1318255445|1318255550||1314810487|1316257218|1316714376|1316254395|1314807240|1314103900|1362152807|1437130537|1316254960|1316257310|1314807359|1478599266|1314104096|1314811530|1316255391|1461144780|1316347731|1316347968|1314807430|1314104261|1437573251|1507215263,1507215263|1454277430|1478599266|1383827857|1317137798|1317663320|2000002729
